Age,Income,City,Vehicle_Budget,Driving_Habits,Environmental_Concern,Will_Buy_EV
57.0,1196454.0,Hyderabad,639121,Low,4,0
39.0,794621.0,Delhi,1353146,Medium,4,0
22.0,924203.0,Hyderabad,987676,High,1,0
21.0,705241.0,Pune,1400180,Medium,1,0
37.0,1477752.0,Hyderabad,1367043,Low,1,0
63.0,1775460.0,Hyderabad,1164813,Low,4,0
29.0,287844.0,Hyderabad,1262142,Low,5,1
24.0,972427.0,Pune,801062,Low,2,0
28.0,289751.0,Bangalore,1768735,Low,3,1
21.0,1378393.0,Hyderabad,501441,Low,5,0
53.0,1719123.0,Bangalore,536177,Medium,1,1
57.0,1853384.0,Mumbai,1084855,Medium,5,0
50.0,258326.0,Delhi,1351916,Medium,2,0
29.0,1850534.0,Bangalore,1033208,High,1,0
31.0,723292.0,Mumbai,489990,Medium,2,0
55.0,1914718.0,Delhi,1392764,Low,3,0
40.0,1421650.0,Hyderabad,839499,Medium,5,1
25.0,,Hyderabad,1624216,Medium,3,0
22.0,224022.0,Hyderabad,1180813,High,4,1
29.0,284458.0,Pune,1012608,Low,5,1
24.0,348317.0,Pune,1848247,High,4,1
45.0,1856660.0,Pune,1050985,High,2,1
40.0,603243.0,Pune,1782937,High,4,0
64.0,1655778.0,Mumbai,1190136,Medium,2,0
45.0,1883568.0,Mumbai,1378248,Low,3,0
57.0,596742.0,Hyderabad,381481,Low,1,0
63.0,947157.0,Delhi,776454,High,3,1
45.0,1555081.0,Pune,1553903,Low,4,1
27.0,1772094.0,Delhi,1778043,Low,2,0
24.0,1278109.0,Mumbai,1761195,High,4,0
34.0,1480609.0,Pune,1063423,Medium,1,0
35.0,1397964.0,Mumbai,1111582,High,5,0
20.0,1388347.0,Mumbai,1948626,High,5,0
35.0,934851.0,Bangalore,1526588,Medium,5,0
56.0,,Mumbai,1136908,Medium,4,0
22.0,1235670.0,Hyderabad,1189140,Medium,5,1
50.0,300960.0,Mumbai,538780,Medium,2,0
32.0,1831329.0,Pune,1846033,High,1,0
35.0,347745.0,Hyderabad,1644922,Medium,3,1
62.0,1534115.0,Mumbai,1619449,Low,2,1
40.0,1352738.0,Hyderabad,1896802,High,1,1
21.0,1379280.0,Mumbai,1058617,High,3,1
46.0,1403355.0,Hyderabad,375302,Medium,5,0
57.0,677965.0,Delhi,1684640,Medium,3,0
45.0,275937.0,Bangalore,850050,Low,4,0
57.0,853935.0,Hyderabad,984084,Medium,4,1
44.0,844938.0,Pune,914874,High,5,0
30.0,592888.0,Bangalore,1369229,Medium,5,0
27.0,942092.0,Bangalore,635058,Low,2,1
27.0,1960352.0,Mumbai,473845,High,2,0
52.0,1077944.0,Hyderabad,673435,High,4,0
26.0,1388406.0,Bangalore,335205,Medium,1,0
,1839873.0,Pune,1098003,Low,2,0
40.0,606497.0,Pune,1516968,Low,1,0
27.0,459188.0,Pune,416042,Medium,4,0
40.0,1493916.0,Mumbai,1921717,High,2,1
39.0,232548.0,Delhi,461262,High,1,0
27.0,7164940.0,Hyderabad,1466664,High,1,0
50.0,1211403.0,Bangalore,913404,Medium,2,0
48.0,1616697.0,Hyderabad,729738,High,5,0
28.0,1923580.0,Bangalore,765017,High,3,0
34.0,424731.0,Mumbai,344489,Medium,5,0
,1403522.0,Hyderabad,560513,High,3,1
45.0,1730451.0,Mumbai,1856638,Medium,1,0
29.0,1787145.0,Mumbai,1289781,Low,2,1
48.0,1186291.0,Hyderabad,1431521,Low,4,1
35.0,615505.0,Hyderabad,1929828,Medium,2,1
55.0,1499636.0,Bangalore,1478925,Medium,5,1
39.0,1646846.0,Pune,1929262,Medium,3,1
64.0,300020.0,Mumbai,1169029,High,2,1
56.0,831796.0,Delhi,877486,High,3,0
41.0,1754202.0,Bangalore,647885,Medium,5,1
26.0,266846.0,Bangalore,349427,Medium,5,1
42.0,1605402.0,Pune,1656227,High,2,0
60.0,642985.0,Pune,1935434,High,4,0
59.0,1540032.0,Mumbai,706070,Medium,4,0
48.0,1738309.0,Bangalore,593798,High,3,0
35.0,576330.0,Bangalore,539779,High,2,0
57.0,990689.0,Delhi,978414,Low,1,0
47.0,609062.0,Mumbai,635872,Medium,5,0
57.0,1664275.0,Mumbai,360254,Medium,3,1
50.0,750846.0,Pune,1809512,High,5,0
33.0,767476.0,Mumbai,1000566,Low,3,1
52.0,868372.0,Delhi,1253523,Medium,2,1
28.0,757524.0,Mumbai,1102713,Medium,3,0
46.0,1746001.0,Hyderabad,1092295,High,3,0
,769364.0,Hyderabad,614347,Medium,1,1
32.0,510546.0,Delhi,1817030,High,3,0
45.0,556611.0,Pune,1647259,Low,4,0
48.0,363148.0,Bangalore,561137,Low,3,1
62.0,1853201.0,Mumbai,510144,Medium,3,0
47.0,315827.0,Pune,1673158,High,2,0
47.0,1716956.0,Pune,316077,Low,3,0
27.0,1847128.0,Mumbai,1734688,Medium,1,1
42.0,1003767.0,Bangalore,1903916,Medium,2,0
48.0,768061.0,Mumbai,1678675,Medium,5,0
24.0,907518.0,Bangalore,968878,High,4,0
61.0,490714.0,Delhi,962756,High,4,1
26.0,287995.0,Bangalore,1433124,Low,5,1
61.0,240658.0,Pune,1519725,High,3,1
55.0,1700976.0,Delhi,1360557,High,1,1
60.0,1631360.0,Hyderabad,1971853,Medium,1,0
46.0,520338.0,Delhi,892580,Medium,1,0
,1447155.0,Bangalore,626986,Low,1,1
44.0,574016.0,Delhi,1047314,Medium,3,0
28.0,1151463.0,Delhi,583363,Medium,5,1
46.0,646288.0,Hyderabad,1301396,Medium,5,0
20.0,900948.0,Bangalore,1386429,High,4,0
42.0,1158037.0,Pune,436718,Medium,5,0
29.0,1500529.0,Delhi,477997,Low,1,1
61.0,268582.0,Mumbai,1523575,Low,3,0
44.0,1965679.0,Pune,1491639,Medium,2,1
22.0,637734.0,Delhi,1236482,Medium,2,0
25.0,343775.0,Pune,776228,Low,1,1
25.0,,Mumbai,335723,High,4,1
21.0,779779.0,Pune,980147,Medium,2,0
37.0,470187.0,Pune,653837,Low,1,0
42.0,565356.0,Mumbai,1200477,High,3,0
21.0,718943.0,Mumbai,1266596,Low,2,0
31.0,530484.0,Mumbai,1655511,High,1,1
41.0,5559296.0,Hyderabad,375171,Low,2,1
56.0,597152.0,Mumbai,708148,Low,3,0
39.0,1804038.0,Pune,1868998,High,5,0
58.0,1593352.0,Mumbai,1734178,Medium,5,0
43.0,550912.0,Delhi,668092,Low,3,1
39.0,832465.0,Mumbai,665656,Medium,3,0
20.0,750197.0,Mumbai,1751738,Low,5,0
20.0,1292734.0,Bangalore,647043,High,3,0
36.0,863726.0,Pune,445459,Medium,3,0
20.0,416197.0,Pune,1810933,High,3,0
64.0,1958273.0,Delhi,1136005,High,5,0
49.0,1045763.0,Hyderabad,1988162,Medium,5,0
60.0,968278.0,Bangalore,1914269,Medium,2,0
22.0,927402.0,Delhi,833440,Medium,5,0
30.0,1692716.0,Delhi,1578082,High,2,0
43.0,1670634.0,Pune,1777207,High,5,0
41.0,872818.0,Bangalore,1837671,High,4,0
63.0,1335943.0,Pune,1197007,Medium,2,0
64.0,527526.0,Hyderabad,1592661,Low,3,1
45.0,1245144.0,Pune,1199622,Medium,4,1
32.0,1322895.0,Mumbai,929265,Low,5,0
20.0,473314.0,Pune,1773640,High,5,1
43.0,844240.0,Mumbai,736610,Low,4,0
29.0,804433.0,Delhi,1320239,Medium,1,0
54.0,1468219.0,Hyderabad,1380031,Medium,3,1
43.0,1002640.0,Mumbai,1050708,Medium,2,0
47.0,890538.0,Hyderabad,1677280,Low,4,0
55.0,410244.0,Pune,798559,Medium,2,1
,864399.0,Pune,1496569,Low,5,1
59.0,214990.0,Delhi,1773971,High,1,1
35.0,861801.0,Pune,1451471,Low,1,0
36.0,1191725.0,Mumbai,333275,High,2,1
34.0,1765217.0,Delhi,1123124,Low,5,1
35.0,329327.0,Hyderabad,876052,High,1,1
34.0,1065746.0,Delhi,419564,Medium,3,0
53.0,1537582.0,Hyderabad,915159,Low,5,0
30.0,1669065.0,Bangalore,910431,High,4,0
20.0,854511.0,Mumbai,1269803,Medium,4,0
34.0,403161.0,Mumbai,1514609,Medium,4,1
45.0,,Hyderabad,1897330,High,3,0
23.0,1600171.0,Pune,708978,High,5,1
62.0,317782.0,Pune,974290,Low,2,1
24.0,3955188.0,Bangalore,1533861,High,2,1
54.0,534348.0,Hyderabad,487974,High,5,0
32.0,598216.0,Bangalore,894843,Medium,3,0
29.0,1043504.0,Hyderabad,1974742,High,5,1
30.0,252499.0,Bangalore,1141307,High,2,1
37.0,1505599.0,Hyderabad,1781106,High,5,0
53.0,531355.0,Mumbai,1007535,Medium,4,1
58.0,5570220.0,Bangalore,516272,Medium,5,0
60.0,348408.0,Bangalore,1266482,Medium,1,0
61.0,1080279.0,Hyderabad,751631,Medium,5,0
42.0,907691.0,Delhi,644604,Low,2,0
26.0,571603.0,Delhi,870543,Medium,2,0
58.0,1588475.0,Mumbai,611806,Medium,2,0
22.0,530927.0,Pune,650226,Low,4,0
31.0,925311.0,Pune,904654,Low,2,0
26.0,1956445.0,Mumbai,1819970,Low,1,0
45.0,992904.0,Pune,1043982,High,5,1
52.0,1664172.0,Hyderabad,349496,Medium,3,1
56.0,565296.0,Delhi,665627,High,2,1
34.0,5627712.0,Mumbai,1658511,Low,5,0
21.0,1401507.0,Hyderabad,789214,Low,4,0
60.0,1478989.0,Mumbai,1536883,Low,5,1
26.0,1690194.0,Delhi,1125572,Low,2,1
51.0,1387910.0,Pune,1852530,High,2,1
23.0,346626.0,Hyderabad,672009,Low,2,1
39.0,1779872.0,Delhi,987436,Medium,1,0
55.0,1329375.0,Mumbai,1981739,Medium,5,1
51.0,435018.0,Bangalore,1924496,Medium,3,0
47.0,1199529.0,Hyderabad,800110,High,1,1
32.0,1527873.0,Mumbai,1108635,Low,3,0
20.0,1307929.0,Mumbai,1855267,High,2,0
54.0,776380.0,Delhi,1179824,Medium,3,0
49.0,443907.0,Mumbai,1198458,Low,3,0
55.0,1947088.0,Hyderabad,1918506,High,1,1
44.0,1821968.0,Hyderabad,1737366,Low,1,1
35.0,355355.0,Mumbai,1732150,Low,5,0
38.0,1688221.0,Delhi,1540243,High,3,0
20.0,1992470.0,Hyderabad,1511806,Medium,1,0
24.0,,Bangalore,1601236,High,5,0
41.0,228887.0,Pune,1101113,High,3,1
43.0,1687964.0,Delhi,879078,Medium,3,0
62.0,990787.0,Delhi,1687957,High,2,0
64.0,1544421.0,Pune,326611,Low,1,1
56.0,372606.0,Pune,1091955,Medium,4,0
55.0,451420.0,Hyderabad,1656513,High,1,0
55.0,1844306.0,Mumbai,975593,Low,2,1
23.0,1178778.0,Mumbai,1989329,Medium,5,1
55.0,736567.0,Bangalore,1504603,High,1,1
37.0,1947427.0,Mumbai,1067155,Medium,3,0
35.0,845026.0,Bangalore,1653341,Low,4,1
60.0,1717939.0,Bangalore,516050,Low,5,0
37.0,863621.0,Delhi,391418,Medium,1,0
41.0,859834.0,Delhi,1023361,Low,5,1
21.0,1864278.0,Hyderabad,1168029,Low,3,0
40.0,,Pune,1086447,Medium,4,1
55.0,544318.0,Pune,1891828,Medium,3,0
63.0,420079.0,Bangalore,1419247,High,4,0
58.0,1777651.0,Pune,1462704,High,5,0
58.0,1491527.0,Bangalore,1608110,Medium,1,1
48.0,,Pune,439674,Low,4,0
45.0,1962113.0,Hyderabad,1474579,Low,3,1
40.0,1554444.0,Delhi,1093664,Medium,4,1
36.0,1783527.0,Delhi,802571,Medium,5,1
35.0,609336.0,Bangalore,488317,Medium,5,1
50.0,1926676.0,Pune,1265454,Low,5,0
28.0,1743838.0,Mumbai,391602,High,1,0
50.0,1381683.0,Hyderabad,1639101,High,5,0
33.0,824559.0,Pune,417174,Low,1,1
56.0,791676.0,Mumbai,618169,High,2,1
21.0,1300911.0,Hyderabad,1168624,Medium,4,1
33.0,243315.0,Hyderabad,300819,Medium,3,0
52.0,1091354.0,Delhi,1515031,Low,1,1
54.0,1557347.0,Bangalore,1820476,Low,1,0
58.0,1650095.0,Pune,1420181,Medium,3,0
39.0,1751446.0,Hyderabad,567784,Medium,4,1
21.0,249334.0,Pune,1932752,Low,5,0
60.0,386964.0,Hyderabad,1713008,Low,4,0
38.0,1440844.0,Delhi,1828602,Medium,1,0
56.0,5153208.0,Bangalore,886532,Medium,5,0
37.0,1742233.0,Mumbai,504309,High,2,0
35.0,406823.0,Mumbai,1599527,High,3,0
23.0,1953542.0,Delhi,1348514,Medium,4,0
31.0,972333.0,Hyderabad,555842,Low,5,1
48.0,1017126.0,Delhi,867930,High,3,0
26.0,362325.0,Bangalore,1463866,High,4,1
33.0,879590.0,Mumbai,1068735,Medium,1,0
31.0,1433622.0,Pune,1011971,Low,1,0
54.0,1658717.0,Mumbai,1721153,Low,1,0
24.0,1835325.0,Bangalore,1863899,Medium,2,0
36.0,,Hyderabad,817528,Low,1,0
,489169.0,Delhi,1740734,Medium,1,1
51.0,616749.0,Mumbai,1264393,Low,1,0
29.0,1163401.0,Mumbai,542030,Medium,5,0
62.0,718982.0,Pune,1077740,Low,3,0
36.0,1531718.0,Delhi,1613207,Medium,2,0
24.0,1236484.0,Pune,399662,Medium,4,0
64.0,523392.0,Pune,1409621,Low,2,0
61.0,1877357.0,Hyderabad,654738,Medium,3,0
28.0,485201.0,Mumbai,1463953,High,1,1
52.0,1852108.0,Delhi,524716,Low,1,1
55.0,1463256.0,Hyderabad,505107,Medium,4,0
55.0,401703.0,Hyderabad,1931904,Low,2,0
37.0,559175.0,Hyderabad,1450046,Low,2,0
28.0,1099145.0,Bangalore,1147727,Medium,4,1
48.0,1878751.0,Bangalore,1349401,High,2,1
33.0,715728.0,Hyderabad,432263,Low,2,1
,267173.0,Bangalore,1741701,High,2,0
34.0,935566.0,Delhi,1543138,High,4,1
25.0,1287310.0,Mumbai,773459,Medium,4,0
61.0,1834936.0,Delhi,601697,Medium,3,0
48.0,657391.0,Mumbai,1081334,Low,2,1
34.0,434046.0,Bangalore,656449,Medium,3,0
48.0,394855.0,Delhi,831101,Low,5,1
23.0,556338.0,Pune,850638,Low,5,1
37.0,926099.0,Hyderabad,1567209,High,2,0
63.0,1466702.0,Mumbai,513525,Medium,1,1
58.0,644258.0,Mumbai,1568078,Medium,5,0
35.0,907717.0,Pune,1513623,Low,1,1
30.0,1388317.0,Pune,1766784,High,3,1
33.0,1886136.0,Hyderabad,474808,Medium,2,0
,1840766.0,Bangalore,432309,High,3,1
61.0,1108679.0,Delhi,829231,High,3,1
57.0,1660702.0,Delhi,1533565,Low,4,0
64.0,1305535.0,Delhi,1478833,Medium,2,0
61.0,820911.0,Bangalore,1440631,Medium,4,0
37.0,855726.0,Hyderabad,392292,Medium,3,0
39.0,1821279.0,Delhi,1326100,High,1,0
44.0,324716.0,Mumbai,714436,Medium,2,1
57.0,1631929.0,Mumbai,741014,Low,2,0
32.0,,Mumbai,1901558,High,5,0
23.0,1082257.0,Pune,1559126,Medium,1,0
33.0,1805644.0,Pune,726443,High,1,0
52.0,651095.0,Bangalore,1324649,High,3,0
47.0,1202663.0,Delhi,1426881,High,3,1
56.0,1807949.0,Pune,1823831,Low,3,0
27.0,1707291.0,Mumbai,484992,Medium,5,0
63.0,1165701.0,Pune,310447,Medium,1,0
53.0,469629.0,Mumbai,551740,High,4,0
63.0,1560247.0,Delhi,1422621,Medium,1,0
24.0,1478208.0,Bangalore,1109297,High,4,0
,980504.0,Hyderabad,1141882,High,2,0
,291005.0,Hyderabad,316134,High,4,1
64.0,782816.0,Mumbai,554819,Low,2,1
28.0,1221983.0,Pune,876666,Medium,3,0
61.0,1893495.0,Pune,1233705,High,1,0
51.0,1538519.0,Mumbai,406889,Medium,3,0
52.0,1163843.0,Delhi,712152,Low,1,0
22.0,1649238.0,Mumbai,1558442,Low,4,1
49.0,381532.0,Delhi,1017112,High,1,0
31.0,1605537.0,Bangalore,1020669,Low,4,1
48.0,,Bangalore,977122,Low,1,0
22.0,1394525.0,Mumbai,1089660,Low,2,0
45.0,459673.0,Bangalore,1407981,Low,4,0
,617939.0,Pune,414764,Low,3,0
28.0,1523663.0,Delhi,631090,Low,3,1
45.0,603522.0,Hyderabad,1991644,Medium,3,0
21.0,367856.0,Hyderabad,1396073,Low,3,1
22.0,1760420.0,Bangalore,1399995,Medium,2,0
23.0,583545.0,Delhi,1992080,High,2,0
44.0,1924391.0,Pune,1730982,Low,5,1
32.0,421099.0,Hyderabad,436845,Low,5,1
58.0,1975384.0,Pune,1270490,Medium,5,0
63.0,1671766.0,Pune,1188733,Low,5,0
54.0,1275947.0,Hyderabad,752391,Medium,1,0
42.0,1347322.0,Hyderabad,1810029,Medium,4,1
28.0,1874112.0,Bangalore,1204832,Low,3,0
21.0,1121440.0,Delhi,959267,High,1,1
60.0,1937102.0,Mumbai,1867536,High,2,0
63.0,487871.0,Delhi,1100273,High,3,0
50.0,838288.0,Mumbai,1701586,Medium,4,1
63.0,1312545.0,Hyderabad,1267331,Medium,4,1
21.0,1670160.0,Pune,1009439,Low,2,1
51.0,792819.0,Delhi,1034303,Medium,3,0
37.0,1811961.0,Pune,754683,High,5,1
32.0,1414632.0,Delhi,1265595,Low,3,1
24.0,1823723.0,Delhi,1403077,High,3,1
61.0,1161795.0,Pune,361855,Low,4,1
63.0,1444876.0,Bangalore,1446311,High,2,0
29.0,685315.0,Hyderabad,551928,Low,3,0
62.0,877510.0,Bangalore,1440398,High,1,0
44.0,1139565.0,Bangalore,975219,Medium,1,0
53.0,,Delhi,1683072,High,2,1
56.0,1305366.0,Hyderabad,742909,Low,5,0
49.0,1002080.0,Delhi,1234052,High,3,0
26.0,1310355.0,Mumbai,1834159,Medium,3,0
25.0,306371.0,Delhi,1994644,Low,4,0
22.0,498816.0,Pune,1824696,Medium,3,1
32.0,1579829.0,Delhi,1957445,High,5,1
22.0,234593.0,Mumbai,1205588,Low,3,1
45.0,607002.0,Delhi,1119817,High,3,0
43.0,1735828.0,Mumbai,1557289,Low,4,0
25.0,1131298.0,Hyderabad,717860,Medium,1,1
62.0,,Delhi,1354215,Medium,1,0
61.0,1741272.0,Mumbai,1575514,Medium,5,1
31.0,,Hyderabad,1163584,High,2,0
55.0,1440712.0,Pune,582724,Low,2,1
21.0,417872.0,Bangalore,589118,Medium,4,1
30.0,547284.0,Mumbai,1866726,High,3,1
58.0,1931771.0,Pune,738589,High,4,1
53.0,535500.0,Hyderabad,675406,Low,1,0
45.0,773570.0,Pune,1575734,Medium,5,0
37.0,852739.0,Delhi,1396188,High,2,0
40.0,1107779.0,Bangalore,1766553,Medium,3,1
55.0,908074.0,Mumbai,558775,Low,2,0
59.0,1970971.0,Hyderabad,834989,Medium,1,1
63.0,223814.0,Bangalore,1107254,Medium,3,0
41.0,1420644.0,Hyderabad,577114,High,1,0
49.0,649047.0,Pune,911016,High,2,0
62.0,1330249.0,Hyderabad,597991,Low,2,1
49.0,1824804.0,Hyderabad,323103,Low,1,0
,286796.0,Pune,750695,Low,3,1
53.0,1285052.0,Pune,1574041,High,1,0
28.0,857129.0,Bangalore,1850974,Low,3,0
39.0,504422.0,Mumbai,1824639,Low,4,0
59.0,1426642.0,Pune,1671507,High,4,1
44.0,960395.0,Bangalore,448016,Low,3,1
38.0,326259.0,Hyderabad,792709,High,1,1
24.0,1652757.0,Hyderabad,1070945,Low,3,0
30.0,1038628.0,Delhi,1887838,High,2,1
34.0,1609399.0,Pune,609128,Medium,1,1
27.0,1427933.0,Bangalore,1395469,High,3,1
,1117293.0,Bangalore,1842464,High,2,0
42.0,1435147.0,Mumbai,1870480,High,5,0
46.0,743708.0,Bangalore,1243818,Low,2,1
59.0,1404884.0,Pune,1640572,High,3,1
51.0,992650.0,Bangalore,1615673,High,1,0
45.0,324283.0,Delhi,1045178,Low,1,1
46.0,643108.0,Hyderabad,638917,Medium,4,0
38.0,929391.0,Hyderabad,1582332,High,3,1
61.0,430461.0,Bangalore,1114880,Low,2,0
48.0,1836921.0,Bangalore,856059,Medium,2,0
,1980843.0,Bangalore,1400126,High,3,1
60.0,414202.0,Bangalore,355378,Medium,2,0
52.0,342298.0,Delhi,1534543,High,5,0
38.0,847396.0,Pune,542329,High,4,0
56.0,1169775.0,Delhi,489809,Medium,1,0
38.0,996478.0,Delhi,1940988,Medium,2,0
52.0,446027.0,Delhi,1016170,Medium,5,1
35.0,1103894.0,Hyderabad,1604552,High,3,0
42.0,237117.0,Delhi,1559999,High,2,0
26.0,1378556.0,Bangalore,634036,Low,3,1
45.0,1122469.0,Delhi,1237573,Low,5,0
51.0,1229300.0,Bangalore,576839,Low,5,1
31.0,1458520.0,Pune,1795253,High,1,0
27.0,388349.0,Hyderabad,1335418,Medium,3,1
24.0,1989315.0,Pune,1612123,Low,4,0
61.0,1701405.0,Pune,1979559,High,1,0
47.0,741661.0,Hyderabad,983687,Medium,3,1
24.0,245452.0,Bangalore,892109,Low,3,0
45.0,1429737.0,Bangalore,439934,Medium,5,0
24.0,1255230.0,Bangalore,1546912,Medium,5,1
41.0,1148784.0,Hyderabad,464718,Low,3,0
34.0,1435789.0,Delhi,1377498,Low,5,0
32.0,323319.0,Mumbai,1334715,High,3,0
47.0,1092078.0,Delhi,392099,Medium,3,1
52.0,419015.0,Delhi,479932,Low,1,0
62.0,1709686.0,Pune,1323510,Low,1,0
42.0,1867106.0,Mumbai,753604,Medium,4,0
52.0,1123864.0,Bangalore,1670812,Medium,1,0
62.0,778256.0,Delhi,1159546,Medium,2,0
37.0,859103.0,Hyderabad,583407,Low,2,0
49.0,1648951.0,Delhi,376204,Low,5,1
45.0,363223.0,Bangalore,705448,High,2,0
35.0,331590.0,Delhi,964452,Medium,1,0
32.0,478796.0,Pune,1251738,Low,4,1
58.0,1720253.0,Pune,1851303,Low,3,0
52.0,1885978.0,Delhi,1606833,Medium,4,0
45.0,445615.0,Pune,1651202,Low,1,0
20.0,975492.0,Hyderabad,464330,Medium,1,1
57.0,1188515.0,Mumbai,1314230,Low,1,1
21.0,1613209.0,Delhi,1727117,Medium,5,0
25.0,434537.0,Hyderabad,1931961,Medium,2,1
57.0,1421996.0,Hyderabad,1366878,Low,1,1
61.0,930782.0,Hyderabad,1948626,Medium,3,0
43.0,1325577.0,Bangalore,1651654,High,2,0
,1760345.0,Delhi,900727,High,2,0
46.0,276757.0,Delhi,342446,Medium,5,0
60.0,,Delhi,633779,High,4,1
27.0,333407.0,Mumbai,1636796,Low,2,1
47.0,1874842.0,Hyderabad,742565,Low,2,0
29.0,1711904.0,Delhi,408463,Medium,1,0
36.0,,Pune,820712,Low,3,1
48.0,855860.0,Bangalore,1395154,Low,1,0
25.0,1897405.0,Mumbai,1947940,High,3,0
33.0,,Bangalore,1992335,Low,2,0
41.0,568742.0,Hyderabad,1618822,Low,3,1
25.0,412328.0,Pune,312754,High,1,0
45.0,598759.0,Hyderabad,1254116,Medium,1,0
58.0,,Delhi,1513011,Medium,4,0
31.0,907597.0,Bangalore,767082,High,5,1
54.0,,Pune,758993,High,4,0
33.0,1893287.0,Bangalore,1529532,Low,2,0
41.0,945076.0,Mumbai,1704091,Low,3,1
42.0,730901.0,Pune,1303185,Medium,1,0
26.0,1096465.0,Mumbai,1777186,Medium,1,1
59.0,1446511.0,Pune,1671204,High,1,0
44.0,1158044.0,Delhi,1605014,Low,1,0
32.0,1062634.0,Bangalore,1510741,High,2,0
40.0,1770925.0,Bangalore,831467,Medium,5,0
60.0,285666.0,Hyderabad,989638,Medium,4,0
29.0,746356.0,Pune,1342202,High,4,1
28.0,1035489.0,Pune,1656533,Low,1,1
34.0,1005378.0,Mumbai,1564364,Low,1,0
21.0,875907.0,Pune,1552091,High,3,0
44.0,809525.0,Bangalore,402816,Medium,1,1
32.0,1234628.0,Pune,664750,High,4,1
53.0,467913.0,Hyderabad,1543476,High,3,1
53.0,1928819.0,Hyderabad,1464907,Low,3,0
54.0,1834204.0,Bangalore,1982128,Medium,1,0
57.0,1327775.0,Bangalore,369942,Medium,3,1
22.0,1352798.0,Bangalore,657683,Low,5,0
61.0,1233281.0,Pune,1106180,Medium,1,0
25.0,433931.0,Pune,375127,Medium,5,0
38.0,366234.0,Delhi,1620462,Low,1,0
22.0,681604.0,Mumbai,1351987,Medium,5,1
37.0,233434.0,Pune,1954866,Medium,1,1
58.0,1008534.0,Delhi,1649184,High,4,1
28.0,1270112.0,Delhi,1984931,Medium,1,0
31.0,1981827.0,Hyderabad,591842,High,4,1
24.0,,Pune,1472935,High,2,1
22.0,1353215.0,Delhi,1720136,High,2,1
30.0,643604.0,Hyderabad,384360,Low,1,1
49.0,,Mumbai,1682016,Low,4,0
23.0,755435.0,Hyderabad,907990,Medium,4,0
24.0,1561246.0,Mumbai,1740490,High,3,0
20.0,1403307.0,Bangalore,1133565,Medium,3,1
46.0,304663.0,Bangalore,477734,Medium,5,0
47.0,1986032.0,Hyderabad,493493,Medium,3,0
48.0,1634953.0,Bangalore,1314931,Medium,1,0
37.0,223088.0,Pune,325180,Medium,3,0
,1317040.0,Hyderabad,1780986,High,3,1
32.0,1046430.0,Delhi,774840,High,1,0
60.0,1538904.0,Pune,967885,High,1,0
21.0,351171.0,Hyderabad,439994,High,5,1
56.0,1187314.0,Mumbai,1542430,Low,4,1
,1994442.0,Bangalore,1821610,High,3,0
35.0,1995216.0,Bangalore,1726768,High,2,0
43.0,1286315.0,Bangalore,1776638,High,4,1
54.0,1388037.0,Hyderabad,1038257,Low,1,1
41.0,217352.0,Pune,1836914,Medium,3,0
55.0,326788.0,Mumbai,668241,Low,5,0
30.0,2457456.0,Bangalore,1153605,High,2,0
48.0,1804692.0,Pune,313916,High,4,0
54.0,792328.0,Delhi,342941,Low,3,1
34.0,1176124.0,Delhi,884582,Medium,1,0
50.0,1604999.0,Mumbai,319684,Low,4,0
61.0,1343006.0,Bangalore,972326,Low,2,0
60.0,650330.0,Delhi,1593653,High,1,0
62.0,1158215.0,Pune,783787,Low,2,1
35.0,840245.0,Pune,1012839,Low,3,0
29.0,742036.0,Delhi,506776,Low,4,0
51.0,1861500.0,Bangalore,751537,Low,5,0
21.0,1937627.0,Mumbai,1965873,Low,3,1
43.0,315158.0,Bangalore,1645886,Low,3,0
42.0,1468165.0,Hyderabad,877552,High,5,0
21.0,1444930.0,Delhi,1579190,High,5,0
57.0,915720.0,Hyderabad,1876330,High,1,0
50.0,1520966.0,Delhi,1108334,High,2,0
59.0,441851.0,Mumbai,884093,Low,3,0
45.0,259395.0,Bangalore,1222867,Low,1,1
48.0,1936422.0,Bangalore,663614,Low,1,0
22.0,1672132.0,Delhi,557656,Low,3,1
33.0,1202378.0,Pune,1407973,High,2,0
44.0,1561020.0,Hyderabad,564278,High,5,0
20.0,1644878.0,Bangalore,1727644,Low,3,0
22.0,422143.0,Bangalore,1937990,Low,2,1
45.0,986401.0,Delhi,1268295,Low,5,0
37.0,1001292.0,Pune,1702658,Low,4,1
,741301.0,Hyderabad,909897,Medium,3,0
57.0,600623.0,Pune,1821911,Medium,3,1
42.0,1806406.0,Pune,1648443,Medium,2,0
40.0,1273511.0,Delhi,472238,Medium,1,1
20.0,700229.0,Pune,1437868,Low,1,1
40.0,773367.0,Hyderabad,1958174,Low,2,0
46.0,234111.0,Mumbai,1052039,Low,3,0
61.0,1042982.0,Mumbai,307249,Medium,3,0
25.0,406769.0,Hyderabad,1852158,Medium,3,0
63.0,682333.0,Delhi,1838596,Low,4,1
55.0,1739605.0,Bangalore,303796,Medium,1,0
47.0,418008.0,Delhi,842852,High,4,0
64.0,,Hyderabad,1838040,Medium,3,0
36.0,1267859.0,Pune,1442898,Medium,1,0
59.0,1479938.0,Mumbai,1346904,Medium,3,0
22.0,811204.0,Pune,1560496,Medium,3,0
31.0,1328128.0,Delhi,1336498,Low,2,1
